Name,Light_Years_From_Earth,Planet_Mass,Stellar_Magnitude,Discovery_Date 
Kepler-1279 b,3317,3.71 Earths,13.932,2016
Kepler-127 b,1163,2.54 Earths,11.438,2014
Kepler-127 c,1163,7.56 Earths,11.438,2014
Kepler-127 d,1163,7.46 Earths,11.438,2014
Kepler-1280 b,3282,4.16 Earths,14,2016
Kepler-1281 b,3556,3.33 Earths,15.997,2016
Kepler-1275 b,4175,2.79 Earths,14.406,2016
Kepler-1276 b,1915,1.81 Earths,12.848,2016
Kepler-1277 b,1977,3.19 Earths,14.093,2016
Kepler-1278 b,2424,1.01 Earths,13.632,2016
Kepler-1279 b,3317,3.71 Earths,13.932,2016
Kepler-127 b,1163,2.54 Earths,11.438,2014
Kepler-127 c,1163,7.56 Earths,11.438,2014
Kepler-127 d,1163,7.46 Earths,11.438,2014
Kepler-1280 b,3282,4.16 Earths,14,2016
Kepler-1281 b,3556,3.33 Earths,15.997,2016
Kepler-1290 b,4309,2.6 Earths,15.691,2016
Kepler-1291 b,3203,3.39 Earths,15.883,2016
Kepler-1292 b,4586,3.97 Earths,15.948,2016
Kepler-1293 b,2512,0.871 Earths,13.3,2016
Kepler-1294 b,3653,10.3 Earths,15.15,2016
Kepler-1295 b,4100,3.02 Earths,15.908,2016
Kepler-1296 b,2058,0.693 Earths,14.627,2016
Kepler-1297 b,3249,0.871 Earths,14.782,2016
Kepler-1298 b,1624,2.27 Earths,11.313,2016
Kepler-1299 b,4410,9.17 Earths,15.9,2016
Kepler-1307 b,4554,6.66 Earths,15.38,2016
Kepler-1308 b,238,0.0933 Earths,14.474,2016
Kepler-1309 b,2756,6.21 Earths,16.187,2016
Kepler-130 b,1042,1.04 Earths,11.825,2014
Kepler-130 c,1042,8.75 Earths,11.825,2014
Kepler-130 d,1042,3.33 Earths,11.825,2014
Kepler-1310 b,1902,2.67 Earths,14.122,2016
Kepler-1311 b,2300,2.07 Earths,13.318,2016
Kepler-1311 c,2300,1.98 Earths,13.318,2016
Kepler-1312 b,995,5.06 Earths,12.378,2016
Kepler-1307 b,4554,6.66 Earths,15.38,2016
Kepler-1308 b,238,0.0933 Earths,14.474,2016
Kepler-1309 b,2756,6.21 Earths,16.187,2016
Kepler-130 b,1042,1.04 Earths,11.825,2014
Kepler-130 c,1042,8.75 Earths,11.825,2014
Kepler-130 d,1042,3.33 Earths,11.825,2014
Kepler-1310 b,1902,2.67 Earths,14.122,2016
Kepler-1311 b,2300,2.07 Earths,13.318,2016
Kepler-1311 c,2300,1.98 Earths,13.318,2016
Kepler-1312 b,995,5.06 Earths,12.378,2016
Kepler-1307 b,4554,6.66 Earths,15.38,2016
Kepler-1308 b,238,0.0933 Earths,14.474,2016
Kepler-1309 b,2756,6.21 Earths,16.187,2016
Kepler-130 b,1042,1.04 Earths,11.825,2014
Kepler-130 c,1042,8.75 Earths,11.825,2014
Kepler-130 d,1042,3.33 Earths,11.825,2014
Kepler-1310 b,1902,2.67 Earths,14.122,2016
Kepler-1311 b,2300,2.07 Earths,13.318,2016
Kepler-1311 c,2300,1.98 Earths,13.318,2016
Kepler-1312 b,995,5.06 Earths,12.378,2016
Kepler-1321 b,1784,21.5 Earths,16.928,2016
Kepler-1321 c,1784,6.35 Earths,16.928,2016
Kepler-1322 b,3970,3.22 Earths,15.775,2016
Kepler-1323 b,1729,2.92 Earths,12.344,2016
Kepler-1324 b,1703,2.89 Earths,15.134,2016
Kepler-1325 b,3115,8.55 Earths,15.129,2016
Kepler-1326 b,2968,16.3 Earths,12.741,2016
Kepler-1327 b,2244,3.89 Earths,13.884,2016
Kepler-1328 b,2055,0.904 Earths,13.803,2016
Kepler-1329 b,2035,5.35 Earths,15.85,2016
Kepler-1321 b,1784,21.5 Earths,16.928,2016
Kepler-1321 c,1784,6.35 Earths,16.928,2016
Kepler-1322 b,3970,3.22 Earths,15.775,2016
Kepler-1323 b,1729,2.92 Earths,12.344,2016
Kepler-1324 b,1703,2.89 Earths,15.134,2016
Kepler-1325 b,3115,8.55 Earths,15.129,2016
Kepler-1326 b,2968,16.3 Earths,12.741,2016
Kepler-1327 b,2244,3.89 Earths,13.884,2016
Kepler-1328 b,2055,0.904 Earths,13.803,2016
Kepler-1329 b,2035,5.35 Earths,15.85,2016
Kepler-1321 b,1784,21.5 Earths,16.928,2016
Kepler-1321 c,1784,6.35 Earths,16.928,2016
Kepler-1322 b,3970,3.22 Earths,15.775,2016
Kepler-1323 b,1729,2.92 Earths,12.344,2016
Kepler-1324 b,1703,2.89 Earths,15.134,2016
Kepler-1325 b,3115,8.55 Earths,15.129,2016
Kepler-1326 b,2968,16.3 Earths,12.741,2016
Kepler-1327 b,2244,3.89 Earths,13.884,2016
Kepler-1328 b,2055,0.904 Earths,13.803,2016
Kepler-1329 b,2035,5.35 Earths,15.85,2016
Kepler-1321 b,1784,21.5 Earths,16.928,2016
Kepler-1321 c,1784,6.35 Earths,16.928,2016
Kepler-1322 b,3970,3.22 Earths,15.775,2016
Kepler-1323 b,1729,2.92 Earths,12.344,2016
Kepler-1324 b,1703,2.89 Earths,15.134,2016
Kepler-1325 b,3115,8.55 Earths,15.129,2016
Kepler-1326 b,2968,16.3 Earths,12.741,2016
Kepler-1327 b,2244,3.89 Earths,13.884,2016
Kepler-1328 b,2055,0.904 Earths,13.803,2016
Kepler-1329 b,2035,5.35 Earths,15.85,2016
Kepler-1321 b,1784,21.5 Earths,16.928,2016
Kepler-1321 c,1784,6.35 Earths,16.928,2016
Kepler-1322 b,3970,3.22 Earths,15.775,2016
Kepler-1323 b,1729,2.92 Earths,12.344,2016
Kepler-1324 b,1703,2.89 Earths,15.134,2016
Kepler-1325 b,3115,8.55 Earths,15.129,2016
Kepler-1326 b,2968,16.3 Earths,12.741,2016
Kepler-1327 b,2244,3.89 Earths,13.884,2016
Kepler-1328 b,2055,0.904 Earths,13.803,2016
Kepler-1329 b,2035,5.35 Earths,15.85,2016
Kepler-1321 b,1784,21.5 Earths,16.928,2016
Kepler-1321 c,1784,6.35 Earths,16.928,2016
Kepler-1322 b,3970,3.22 Earths,15.775,2016
Kepler-1323 b,1729,2.92 Earths,12.344,2016
Kepler-1324 b,1703,2.89 Earths,15.134,2016
Kepler-1325 b,3115,8.55 Earths,15.129,2016
Kepler-1326 b,2968,16.3 Earths,12.741,2016
Kepler-1327 b,2244,3.89 Earths,13.884,2016
Kepler-1328 b,2055,0.904 Earths,13.803,2016
Kepler-1329 b,2035,5.35 Earths,15.85,2016
Kepler-1321 b,1784,21.5 Earths,16.928,2016
Kepler-1321 c,1784,6.35 Earths,16.928,2016
Kepler-1322 b,3970,3.22 Earths,15.775,2016
Kepler-1323 b,1729,2.92 Earths,12.344,2016
Kepler-1324 b,1703,2.89 Earths,15.134,2016
Kepler-1325 b,3115,8.55 Earths,15.129,2016
Kepler-1326 b,2968,16.3 Earths,12.741,2016
Kepler-1327 b,2244,3.89 Earths,13.884,2016
Kepler-1328 b,2055,0.904 Earths,13.803,2016
Kepler-1329 b,2035,5.35 Earths,15.85,2016
Kepler-1321 b,1784,21.5 Earths,16.928,2016
Kepler-1321 c,1784,6.35 Earths,16.928,2016
Kepler-1322 b,3970,3.22 Earths,15.775,2016
Kepler-1323 b,1729,2.92 Earths,12.344,2016
Kepler-1324 b,1703,2.89 Earths,15.134,2016
Kepler-1325 b,3115,8.55 Earths,15.129,2016
Kepler-1326 b,2968,16.3 Earths,12.741,2016
Kepler-1327 b,2244,3.89 Earths,13.884,2016
Kepler-1328 b,2055,0.904 Earths,13.803,2016
Kepler-1329 b,2035,5.35 Earths,15.85,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1367 b,1165,0.721 Earths,15.558,2016
Kepler-1368 b,5709,3.36 Earths,15.873,2016
Kepler-1369 b,4032,7.7 Earths,15.35,2016
Kepler-136 b,1389,19.8 Earths,11.754,2014
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1381 b,4260,5.69 Earths,15.478,2016
Kepler-1382 b,2381,4.19 Earths,12.757,2016
Kepler-1383 b,3135,2.57 Earths,13.708,2016
Kepler-1384 b,2016,4.42 Earths,15.446,2016
Kepler-1385 b,1719,0.543 Earths,12.844,2016
Kepler-1386 b,2734,2.07 Earths,14.417,2016
Kepler-1387 b,1602,0.749 Earths,14.58,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1381 b,4260,5.69 Earths,15.478,2016
Kepler-1382 b,2381,4.19 Earths,12.757,2016
Kepler-1383 b,3135,2.57 Earths,13.708,2016
Kepler-1384 b,2016,4.42 Earths,15.446,2016
Kepler-1385 b,1719,0.543 Earths,12.844,2016
Kepler-1386 b,2734,2.07 Earths,14.417,2016
Kepler-1387 b,1602,0.749 Earths,14.58,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1381 b,4260,5.69 Earths,15.478,2016
Kepler-1382 b,2381,4.19 Earths,12.757,2016
Kepler-1383 b,3135,2.57 Earths,13.708,2016
Kepler-1384 b,2016,4.42 Earths,15.446,2016
Kepler-1385 b,1719,0.543 Earths,12.844,2016
Kepler-1386 b,2734,2.07 Earths,14.417,2016
Kepler-1387 b,1602,0.749 Earths,14.58,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1381 b,4260,5.69 Earths,15.478,2016
Kepler-1382 b,2381,4.19 Earths,12.757,2016
Kepler-1383 b,3135,2.57 Earths,13.708,2016
Kepler-1384 b,2016,4.42 Earths,15.446,2016
Kepler-1385 b,1719,0.543 Earths,12.844,2016
Kepler-1386 b,2734,2.07 Earths,14.417,2016
Kepler-1387 b,1602,0.749 Earths,14.58,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1381 b,4260,5.69 Earths,15.478,2016
Kepler-1382 b,2381,4.19 Earths,12.757,2016
Kepler-1383 b,3135,2.57 Earths,13.708,2016
Kepler-1384 b,2016,4.42 Earths,15.446,2016
Kepler-1385 b,1719,0.543 Earths,12.844,2016
Kepler-1386 b,2734,2.07 Earths,14.417,2016
Kepler-1387 b,1602,0.749 Earths,14.58,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1381 b,4260,5.69 Earths,15.478,2016
Kepler-1382 b,2381,4.19 Earths,12.757,2016
Kepler-1383 b,3135,2.57 Earths,13.708,2016
Kepler-1384 b,2016,4.42 Earths,15.446,2016
Kepler-1385 b,1719,0.543 Earths,12.844,2016
Kepler-1386 b,2734,2.07 Earths,14.417,2016
Kepler-1387 b,1602,0.749 Earths,14.58,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1388 e,1605,6.62 Earths,16.294,2016
Kepler-1389 b,1700,3.78 Earths,14.684,2016
Kepler-138 b,219,0.066 Earths,12.472,2014
Kepler-138 c,219,1.97 Earths,12.472,2014
Kepler-138 d,219,0.64 Earths,12.472,2014
Kepler-1390 b,2479,1.76 Earths,14.402,2016
Kepler-1391 b,2352,3.46 Earths,13.828,2016
Kepler-1392 b,3644,4.5 Earths,15.666,2016
Kepler-1393 b,1507,0.437 Earths,13.332,2016
Kepler-1394 b,2675,2.51 Earths,11.714,2016
Kepler-1388 e,1605,6.62 Earths,16.294,2016
Kepler-1389 b,1700,3.78 Earths,14.684,2016
Kepler-138 b,219,0.066 Earths,12.472,2014
Kepler-138 c,219,1.97 Earths,12.472,2014
Kepler-138 d,219,0.64 Earths,12.472,2014
Kepler-1390 b,2479,1.76 Earths,14.402,2016
Kepler-1391 b,2352,3.46 Earths,13.828,2016
Kepler-1392 b,3644,4.5 Earths,15.666,2016
Kepler-1393 b,1507,0.437 Earths,13.332,2016
Kepler-1394 b,2675,2.51 Earths,11.714,2016
Kepler-1395 b,1654,0.437 Earths,12.536,2016
Kepler-1396 b,4032,4.94 Earths,14.527,2016
Kepler-1397 b,2512,3.61 Earths,14.091,2016
Kepler-1398 b,2587,0.666 Earths,13.66,2016
Kepler-1398 c,2587,1.08 Earths,13.66,2016
Kepler-1399 b,4097,2.1 Earths,15.507,2016
Kepler-139 b,1290,8.96 Earths,12.677,2014
Kepler-139 c,1290,11.4 Earths,12.677,2014
Kepler-1400 b,2867,3.26 Earths,15.713,2016
Kepler-1401 b,4051,3.46 Earths,14.972,2016
Kepler-1402 b,2221,0.363 Earths,14.608,2016
Kepler-1403 b,5875,5.22 Earths,15.591,2016
Kepler-1404 b,3086,4.7 Earths,15.703,2016
Kepler-1405 b,5236,14.9 Earths,15.818,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1402 b,2221,0.363 Earths,14.608,2016
Kepler-1403 b,5875,5.22 Earths,15.591,2016
Kepler-1404 b,3086,4.7 Earths,15.703,2016
Kepler-1405 b,5236,14.9 Earths,15.818,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1402 b,2221,0.363 Earths,14.608,2016
Kepler-1403 b,5875,5.22 Earths,15.591,2016
Kepler-1404 b,3086,4.7 Earths,15.703,2016
Kepler-1405 b,5236,14.9 Earths,15.818,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1414 b,1742,2.04 Earths,14.861,2016
Kepler-1415 b,3477,2.21 Earths,15.721,2016
Kepler-1416 b,2632,0.615 Earths,14.226,2016
Kepler-1417 b,2140,0.972 Earths,13.858,2016
Kepler-1418 b,1628,3.39 Earths,15.281,2016
Kepler-1419 b,4710,8.55 Earths,15.718,2016
Kepler-1428 b,2616,3.33 Earths,13.523,2016
Kepler-1429 b,3771,2.21 Earths,14.832,2016
Kepler-142 b,1819,4.62 Earths,13.197,2014
Kepler-142 c,1819,8.55 Earths,13.197,2014
Kepler-142 d,1819,5.31 Earths,13.197,2014
Kepler-1430 b,1765,1.76 Earths,15.282,2016
Kepler-1431 b,4143,2.76 Earths,15.271,2016
Kepler-1432 b,5063,5.56 Earths,15.37,2016
Kepler-1433 b,4332,3.05 Earths,14.826,2016
Kepler-1434 b,2218,1.41 Earths,12.042,2016
Kepler-1428 b,2616,3.33 Earths,13.523,2016
Kepler-1429 b,3771,2.21 Earths,14.832,2016
Kepler-142 b,1819,4.62 Earths,13.197,2014
Kepler-142 c,1819,8.55 Earths,13.197,2014
Kepler-142 d,1819,5.31 Earths,13.197,2014
Kepler-1430 b,1765,1.76 Earths,15.282,2016
Kepler-1431 b,4143,2.76 Earths,15.271,2016
Kepler-1432 b,5063,5.56 Earths,15.37,2016
Kepler-1433 b,4332,3.05 Earths,14.826,2016
Kepler-1434 b,2218,1.41 Earths,12.042,2016
Kepler-1428 b,2616,3.33 Earths,13.523,2016
Kepler-1429 b,3771,2.21 Earths,14.832,2016
Kepler-142 b,1819,4.62 Earths,13.197,2014
Kepler-142 c,1819,8.55 Earths,13.197,2014
Kepler-142 d,1819,5.31 Earths,13.197,2014
Kepler-1430 b,1765,1.76 Earths,15.282,2016
Kepler-1431 b,4143,2.76 Earths,15.271,2016
Kepler-1432 b,5063,5.56 Earths,15.37,2016
Kepler-1433 b,4332,3.05 Earths,14.826,2016
Kepler-1434 b,2218,1.41 Earths,12.042,2016
Kepler-1428 b,2616,3.33 Earths,13.523,2016
Kepler-1429 b,3771,2.21 Earths,14.832,2016
Kepler-142 b,1819,4.62 Earths,13.197,2014
Kepler-142 c,1819,8.55 Earths,13.197,2014
Kepler-142 d,1819,5.31 Earths,13.197,2014
Kepler-1430 b,1765,1.76 Earths,15.282,2016
Kepler-1431 b,4143,2.76 Earths,15.271,2016
Kepler-1432 b,5063,5.56 Earths,15.37,2016
Kepler-1433 b,4332,3.05 Earths,14.826,2016
Kepler-1434 b,2218,1.41 Earths,12.042,2016
Kepler-1428 b,2616,3.33 Earths,13.523,2016
Kepler-1429 b,3771,2.21 Earths,14.832,2016
Kepler-142 b,1819,4.62 Earths,13.197,2014
Kepler-142 c,1819,8.55 Earths,13.197,2014
Kepler-142 d,1819,5.31 Earths,13.197,2014
Kepler-1430 b,1765,1.76 Earths,15.282,2016
Kepler-1431 b,4143,2.76 Earths,15.271,2016
Kepler-1432 b,5063,5.56 Earths,15.37,2016
Kepler-1433 b,4332,3.05 Earths,14.826,2016
Kepler-1434 b,2218,1.41 Earths,12.042,2016
Kepler-1428 b,2616,3.33 Earths,13.523,2016
Kepler-1429 b,3771,2.21 Earths,14.832,2016
Kepler-142 b,1819,4.62 Earths,13.197,2014
Kepler-142 c,1819,8.55 Earths,13.197,2014
Kepler-142 d,1819,5.31 Earths,13.197,2014
Kepler-1430 b,1765,1.76 Earths,15.282,2016
Kepler-1431 b,4143,2.76 Earths,15.271,2016
Kepler-1432 b,5063,5.56 Earths,15.37,2016
Kepler-1433 b,4332,3.05 Earths,14.826,2016
Kepler-1434 b,2218,1.41 Earths,12.042,2016
Kepler-1428 b,2616,3.33 Earths,13.523,2016
Kepler-1429 b,3771,2.21 Earths,14.832,2016
Kepler-142 b,1819,4.62 Earths,13.197,2014
Kepler-142 c,1819,8.55 Earths,13.197,2014
Kepler-142 d,1819,5.31 Earths,13.197,2014
Kepler-1430 b,1765,1.76 Earths,15.282,2016
Kepler-1431 b,4143,2.76 Earths,15.271,2016
Kepler-1432 b,5063,5.56 Earths,15.37,2016
Kepler-1433 b,4332,3.05 Earths,14.826,2016
Kepler-1434 b,2218,1.41 Earths,12.042,2016
Kepler-1428 b,2616,3.33 Earths,13.523,2016
Kepler-1429 b,3771,2.21 Earths,14.832,2016
Kepler-142 b,1819,4.62 Earths,13.197,2014
Kepler-142 c,1819,8.55 Earths,13.197,2014
Kepler-142 d,1819,5.31 Earths,13.197,2014
Kepler-1430 b,1765,1.76 Earths,15.282,2016
Kepler-1431 b,4143,2.76 Earths,15.271,2016
Kepler-1432 b,5063,5.56 Earths,15.37,2016
Kepler-1433 b,4332,3.05 Earths,14.826,2016
Kepler-1434 b,2218,1.41 Earths,12.042,2016
Kepler-1443 b,1549,0.871 Earths,12.212,2016
Kepler-1444 b,1109,5.39 Earths,12.258,2016
Kepler-1445 b,1572,0.84 Earths,12.418,2016
Kepler-1446 b,528,0.477 Earths,12.409,2016
Kepler-1447 b,2841,8.75 Earths,14.664,2016
Kepler-1448 b,2564,3.22 Earths,14.38,2016
Kepler-1449 b,4309,3.46 Earths,15.031,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1443 b,1549,0.871 Earths,12.212,2016
Kepler-1444 b,1109,5.39 Earths,12.258,2016
Kepler-1445 b,1572,0.84 Earths,12.418,2016
Kepler-1446 b,528,0.477 Earths,12.409,2016
Kepler-1447 b,2841,8.75 Earths,14.664,2016
Kepler-1448 b,2564,3.22 Earths,14.38,2016
Kepler-1449 b,4309,3.46 Earths,15.031,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1468 b,3686,3.64 Earths,14.952,2016
Kepler-1468 c,3686,1.6 Earths,14.952,2016
Kepler-1469 b,4094,8.25 Earths,15.989,2016
Kepler-146 b,2387,13.3 Earths,13.803,2014
Kepler-146 c,2387,9.96 Earths,13.803,2014
Kepler-1470 b,1856,1.24 Earths,15.044,2016
Kepler-1471 b,3454,2.57 Earths,15.246,2016
Kepler-1472 b,4139,4.27 Earths,14.59,2016
Kepler-1473 b,2039,1.81 Earths,13.368,2016
Kepler-1474 b,3960,5.31 Earths,15.217,2016
Kepler-1475 b,5591,8.85 Earths,15.277,2016
Kepler-1476 b,3973,3.43 Earths,15.409,2016
Kepler-1477 b,1713,1.76 Earths,14.576,2016
Kepler-1478 b,4583,3.64 Earths,15.399,2016
Kepler-1479 b,2019,4.01 Earths,13.733,2016
Kepler-147 b,3503,2.96 Earths,13.915,2014
Kepler-147 c,3503,6.48 Earths,13.915,2014
Kepler-1480 b,1761,3.43 Earths,14.482,2016
Kepler-1481 b,1608,2.04 Earths,14.743,2016
Kepler-1482 b,1442,1.01 Earths,13.73,2016
Kepler-1475 b,5591,8.85 Earths,15.277,2016
Kepler-1476 b,3973,3.43 Earths,15.409,2016
Kepler-1477 b,1713,1.76 Earths,14.576,2016
Kepler-1478 b,4583,3.64 Earths,15.399,2016
Kepler-1479 b,2019,4.01 Earths,13.733,2016
Kepler-147 b,3503,2.96 Earths,13.915,2014
Kepler-147 c,3503,6.48 Earths,13.915,2014
Kepler-1480 b,1761,3.43 Earths,14.482,2016
Kepler-1481 b,1608,2.04 Earths,14.743,2016
Kepler-1482 b,1442,1.01 Earths,13.73,2016
Kepler-1475 b,5591,8.85 Earths,15.277,2016
Kepler-1476 b,3973,3.43 Earths,15.409,2016
Kepler-1477 b,1713,1.76 Earths,14.576,2016
Kepler-1478 b,4583,3.64 Earths,15.399,2016
Kepler-1479 b,2019,4.01 Earths,13.733,2016
Kepler-147 b,3503,2.96 Earths,13.915,2014
Kepler-147 c,3503,6.48 Earths,13.915,2014
Kepler-1480 b,1761,3.43 Earths,14.482,2016
Kepler-1481 b,1608,2.04 Earths,14.743,2016
Kepler-1482 b,1442,1.01 Earths,13.73,2016
Kepler-1483 b,4329,2.92 Earths,14.423,2016
Kepler-1484 b,3572,5.1 Earths,15.247,2016
Kepler-1485 b,1794,2.76 Earths,13.18,2016
Kepler-1486 b,4779,5.99 Earths,15.294,2016
Kepler-1487 b,3569,5.18 Earths,13.451,2016
Kepler-1488 b,2016,4.12 Earths,13.077,2016
Kepler-1489 b,2838,3.78 Earths,14.808,2016
Kepler-148 b,2640,3.89 Earths,15.336,2014
Kepler-148 c,2640,12.6 Earths,15.336,2014
Kepler-148 d,2640,0.177 Jupiters,15.336,2016
Kepler-1483 b,4329,2.92 Earths,14.423,2016
Kepler-1484 b,3572,5.1 Earths,15.247,2016
Kepler-1485 b,1794,2.76 Earths,13.18,2016
Kepler-1486 b,4779,5.99 Earths,15.294,2016
Kepler-1487 b,3569,5.18 Earths,13.451,2016
Kepler-1488 b,2016,4.12 Earths,13.077,2016
Kepler-1489 b,2838,3.78 Earths,14.808,2016
Kepler-148 b,2640,3.89 Earths,15.336,2014
Kepler-148 c,2640,12.6 Earths,15.336,2014
Kepler-148 d,2640,0.177 Jupiters,15.336,2016
Kepler-1490 b,3158,9.48 Earths,15.418,2016
Kepler-1491 b,4280,2.89 Earths,15.57,2016
Kepler-1492 b,1210,2.83 Earths,14.496,2016
Kepler-1493 b,1866,2.57 Earths,13.861,2016
Kepler-1494 b,3454,9.64 Earths,15.217,2016
Kepler-1495 b,4263,8.96 Earths,15.625,2016
Kepler-1496 b,4218,5.56 Earths,14.682,2016
Kepler-1497 b,3660,3.39 Earths,15.376,2016
Kepler-1498 b,2414,2.33 Earths,15.1,2016
Kepler-1499 b,1011,1.81 Earths,13.516,2016
Kepler-1490 b,3158,9.48 Earths,15.418,2016
Kepler-1491 b,4280,2.89 Earths,15.57,2016
Kepler-1492 b,1210,2.83 Earths,14.496,2016
Kepler-1493 b,1866,2.57 Earths,13.861,2016
Kepler-1494 b,3454,9.64 Earths,15.217,2016
Kepler-1495 b,4263,8.96 Earths,15.625,2016
Kepler-1496 b,4218,5.56 Earths,14.682,2016
Kepler-1497 b,3660,3.39 Earths,15.376,2016
Kepler-1498 b,2414,2.33 Earths,15.1,2016
Kepler-1499 b,1011,1.81 Earths,13.516,2016
Kepler-1490 b,3158,9.48 Earths,15.418,2016
Kepler-1491 b,4280,2.89 Earths,15.57,2016
Kepler-1492 b,1210,2.83 Earths,14.496,2016
Kepler-1493 b,1866,2.57 Earths,13.861,2016
Kepler-1494 b,3454,9.64 Earths,15.217,2016
Kepler-1495 b,4263,8.96 Earths,15.625,2016
